Symbol, Symbol, Weight
A63H 33/18,F42B 6/00,1
F42B 12/00,F42B 8/02,1
F42B 12/00,F42B 8/04,1
F42B 8/02,F42B 8/04,1
F42B 5/18,F42B 5/26,1
F42B 5/18,F42B 33/00,1
F42B 5/26,F42B 33/00,1
C06B 25/34,C06B 25/32,1
C06B 25/34,F42B 3/26,1
C06C 7/00,C06B 25/32,1
C06C 7/00,F42B 3/26,1
C06B 25/32,F42B 3/26,1
F41A 9/63,F41A 21/06,1
F41A 21/06,F42B 5/155,1
F42B 8/02,F42B 5/02,1
F42B 3/16,F42C 9/10,1
F42B 3/16,C06C 5/06,1
F42B 3/16,C06C 7/00,1
F42C 9/10,C06C 5/06,1
F42C 9/10,C06C 7/00,1
C06C 5/06,C06C 7/00,1
F42B 8/28,F41A 33/00,1
F41H 11/02,B64D 1/16,1
F42B 5/155,B64D 1/16,1
F42B 12/70,B64D 1/16,1
F42D 5/04,F41H 13/00,1
F42B 15/01,F41G 7/34,1
F42B 12/06,F42B 12/34,2
F42B 12/06,F42B 12/74,1
F42B 5/00,F24C 19/08,1
F42B 5/00,B21D 22/02,1
F24C 19/08,B21D 22/02,1
F42B 5/02,F42B 5/285,1
F42B 14/00,F42B 12/00,1
F42B 10/64,B64C 9/36,1
F42B 33/06,F42B 12/58,1
F42B 33/06,F42B 12/20,1
F42B 12/58,F42B 12/20,1
F42B 12/58,F42D 5/04,1
F42B 12/20,F42D 5/04,1
F42C 14/08,F42C 15/44,1
F42C 1/00,C06C 5/00,1
F42D 1/00,F42D 5/045,1
F42D 1/00,E21B 49/04,1
F42D 1/00,E21C 37/00,1
F42D 1/00,G01V 1/02,1
F42D 5/045,E21B 49/04,1
F42D 5/045,E21C 37/00,1
F42D 5/045,G01V 1/02,1
E21B 49/04,E21C 37/00,1
E21B 49/04,G01V 1/02,1
E21C 37/00,G01V 1/02,1
F42C 15/18,F42C 15/26,1
F02K 9/90,F02K 9/97,1
F02K 9/90,F02K 9/00,1
F02K 9/90,F42B 10/66,1
F02K 9/97,F02K 9/00,1
F02K 9/97,F42B 10/66,1
F02K 9/00,F42B 10/66,1
F41A 19/69,F42C 17/04,1
F24B 12/20,F42B 33/02,1
F42B 13/38,F42B 12/44,1
F42B 13/38,F42B 33/06,1
F42B 13/38,C06B 43/00,1
F42B 12/44,F42B 33/06,1
F42B 12/44,C06B 43/00,1
F42B 33/06,C06B 43/00,1
F24B 5/15,F42B,1
F42B 3/10,F42B 3/22,1
F42B 3/10,C06C 7/00,1
F42B 3/22,C06C 7/00,1
F42B 5/15,F42C 15/40,1
C06D 3/00,C06C 15/00,1
C06D 3/00,F42B 12/48,1
C06C 15/00,F42B 12/48,1
F42C 15/34,F42B 10/02,1
F42D 1/10,C06B 45/00,1
F42D 1/10,C06B 47/14,1
F42D 1/10,F42B 33/02,1
C06B 45/00,C06B 47/14,1
C06B 45/00,F42B 33/02,1
C06B 47/14,F42B 33/02,1
F42B 3/12,F42B 3/18,1
F42B 14/00,F24B 33/00,1
F42B 12/38,F42B 5/067,1
B60R 21/26,F42C 19/08,1
F42B 12/76,F42B 15/34,1
F42B 10/62,F42B 10/66,1
B25C 1/16,F42B 39/20,1
F23G,F24D,1
F23G,A62D,1
F23G,B01D,1
F23G,F42B 33/06,1
F24D,A62D,1
F24D,B01D,1
F24D,F42B 33/06,1
A62D,B01D,1
A62D,F42B 33/06,1
B01D,F42B 33/06,1
F41G 7/00,F42B 10/64,1
F41G 7/00,F15B 15/10,1
F42B 10/64,F15B 15/10,1
F42B 15/01,F15B 15/10,1
F23G 7/00,F42B 33/06,3
F23G 7/00,F23G 5/00,2
F23G 5/00,F42B 33/06,2
G02B 6/44,F42B 15/00,1
G02B 6/44,F42B 15/04,2
F42B 15/00,F42B 15/04,1
F42B 5/05,F41A 1/10,1
F42B 5/05,F42B 8/12,1
F41A 1/10,F42B 8/12,1
F42B 23/24,F42B 23/00,1
F42C,F41G 7/30,1
F42B 35/00,F41F 3/048,1
F42B 35/00,F41F 3/052,1
F41F 3/048,F41F 3/052,1
C06C 15/00,C06B 33/04,1
C06C 15/00,F42B 4/26,1
C06B 33/04,F42B 4/26,1
F41G 7/32,F42B 15/04,1
F42C 15/00,F42C 15/40,1
G02B,F41G,1
G02B,F42B,1
G02B,B65H,1
G02B,B21C,1
F41G,F42B,1
F41G,B65H,1
F41G,B21C,1
F42B,B65H,1
F42B,B21C,1
B65H,B21C,1
F41G,F42C,1
F42B,F42C,6
B05,B01F,1
B05,F42B,1
B01F,F42B,1
F02K,F42B,2
F02K,F42C,1
F42B 13/18,F42B 27/02,1
F42B 1/02,F42B 23/04,1
F41C 11/19,F42D 11/19,1
F41C,F42B,1
B04D,F42B,1
C06B,F42B,2
F42B 9/20,F42B 13/16,1
F42C 5/00,F42C 15/10,1
F42C 15/14,F42C 7/02,2
E21B 43/11,F42B 3/08,1
B64D,F42B 19/12,1
